0.000000000	18000.
0.008333333	18360
0.009027778	17280
0.009722222	17616
0.010416667	18000
0.011111111	17616
0.011805556	17616
0.0125	18000
0.013194444	18000
0.013888889	17616
0.014583333	17616
0.015277778	17616
0.015972222	18000
0.016666667	18000
0.017361111	17280
0.018055556	18000
0.01875	18000
0.019444444	18000
0.020138889	17592
0.020833333	17592
0.021527778	17616
0.022222222	17616
0.022916667	17616
0.023611111	17616
0.024305556	17616
0.025	18000
0.025694444	16776
0.026388889	18000
0.027083333	18000
0.027777778	17616
0.028472222	17616
0.029166667	17616
0.029861111	17616
0.030555556	17760
0.045138889	15144
0.045833333	15144
0.046527778	14808
0.047222222	14160
0.047916667	14160
0.048611111	13488
0.049305556	13704
0.05	13704
0.050694444	13488
0.051388889	13272
0.052083333	13272
0.052777778	13272
0.053472222	13272
0.054166667	13272
0.054861111	13272
0.055555556	13272
0.05625	13272
0.056944444	13272
0.057638889	13272
0.058333333	12696
0.059027778	12888
0.059722222	12888
0.060416667	12696
0.061122685	12696
0.06181713	12696
0.062511574	12696
0.063206019	12696
0.063900463	12888
0.064594907	12888
0.065289352	12696
0.065983796	12696
0.066678241	12888
0.067372685	12504
0.06806713	12504
0.068761574	12696
0.069456019	12696
0.070150463	12504
0.070844907	12888
0.071539352	12888
0.072233796	12696
0.072928241	12696
0.073622685	12888
0.07431713	12888
0.075011574	12888
0.075706019	12504
0.076400463	12504
0.077094907	13080
0.077789352	13080
0.078483796	12408
0.079178241	12696
0.079872685	12696
0.08056713	12504
0.081261574	12504
0.081956019	12696
0.082650463	12888
0.083344907	12888
0.084039352	12696
0.084733796	12696
0.093055556	11064
0.09375	11064
0.094444444	10392
0.095138889	10392
0.095833333	10392
0.096527778	10152
0.097222222	10152
0.097916667	10152
0.098611111	10152
0.099305556	9240
0.1	9240
0.100694444	9384
0.101388889	9384
0.102083333	9384
0.102777778	9384
0.103472222	9384
0.104166667	9600
0.104861111	9600
0.105555556	9288
0.10625	9288
0.106944444	9000
0.107638889	9000
0.108333333	9000
0.109027778	9072
0.109722222	9072
0.110416667	9000
0.111111111	9000
0.111805556	9000
0.1125	9072
0.113194444	9072
0.113888889	8904
0.114583333	8904
0.115277778	8904
0.115972222	9072
0.116666667	9072
0.117361111	9000
0.118055556	9000
0.11875	9000
0.119444444	9000
0.120138889	9000
0.120833333	8760
0.121527778	8760
0.122233796	8808
0.122916667	8808
0.123611111	8808
0.124305556	9072
0.125	9072
0.125694444	8808
0.126388889	8808
0.127083333	9000
0.127777778	9000
0.128472222	9000
0.129166667	9000
0.129861111	9000
0.130555556	8856
0.13125	8856
0.131944444	8856
0.132638889	8904
0.133333333	8904
0.134027778	8712
0.134722222	8712
0.135416667	8712
0.136111111	9000
0.136805556	9000
0.1375	8904
0.138194444	8904
0.138888889	8808
0.139583333	8808
0.140277778	8808
0.140972222	8856
0.141666667	8856
0.142361111	8904
0.143055556	8904
0.14375	8904
0.145833333	8136
0.146527778	8136
0.147222222	8136
0.147916667	6576
0.148611111	6576
0.149305556	6576
0.15	6576
0.150694444	6576
0.151388889	6576
0.152083333	6576
0.152777778	6624
0.153472222	6624
0.154166667	6624
0.154861111	6624
0.155555556	6624
0.15625	6624
0.156944444	6624
0.157638889	5184
0.158333333	5184
0.159027778	5184
0.159722222	5184
0.160416667	5184
0.161111111	4848
0.161805556	4848
0.1625	4848
0.163194444	4848
0.163888889	4872
0.164583333	4872
0.165277778	4872
0.165972222	4872
0.166666667	4872
0.167361111	4872
0.168055556	4872
0.16875	4872
0.169444444	4872
0.170138889	4824
0.170833333	4824
0.171527778	4824
0.172222222	4824
0.172916667	4728
0.173611111	4728
0.174305556	4728
0.175	4728
0.175694444	4728
0.176388889	4680
0.177083333	4680
0.177777778	4680
0.178472222	4680
0.179166667	4680
0.179861111	4728
0.180555556	4728
0.18125	4728
0.181944444	4728
0.182638889	4728
0.183333333	0
0.184027778	0
0.184722222	0
0.185416667	0
0.186111111	0
0.186805556	0
0.1875	0
0.188194444	0
0.188888889	0
0.189583333	0
0.190277778	0
0.190972222	0
0.191666667	0
0.192361111	0
0.193055556	0
0.19375	0
0.194444444	0
0.195138889	0
0.196180556	0
0.196527778	0
0.197222222	0
0.197916667	0
0.198611111	0
0.199305556	0
0.2	0
0.201736111	0
0.202083333	0
0.202777778	0
0.203472222	0
0.204861111	0
